Symbol,CompanyName,DpmName
GRTS,GRITSTONE ONCOLOGY INC COM,"Susquehanna Securities, LLC"
GRTX,GALERA THERAPEUTICS INC COM,
GRU,SWEDISH EXPT CR CORP NT LKD 23,
GRUB,GRUBHUB INC COM,"Wolverine Trading, LLC"
GRVY,GRAVITY CO LTD SPONSORED ADS NE,
GRWG,GROWGENERATION CORP COM,"Wolverine Trading, LLC"
GRX,GABELLI HLTHCARE & WELLNESS TR SHS,
GS,GOLDMAN SACHS GROUP INC COM,"Susquehanna Securities, LLC"
GS-A,GOLDMAN SACHS GROUP INC PFD A 1/1000,
GS-C,GOLDMAN SACHS GROUP INC PFD 1/1000 C,
GS-D,GOLDMAN SACHS GROUP INC SHS D 1/1000,
GS-J,GOLDMAN SACHS GROUP INC DEP 1/1000 PFD J,
GS-K,GOLDMAN SACHS GROUP INC DEP 1/1000 SER K,
GS-N,GOLDMAN SACHS GROUP INC DEP 1/1000 SER N,
GSAH,GS ACQUISITION HLDGS CORP II COM CL A,"Susquehanna Securities, LLC"
GSAH+,GS ACQUISITION HLDGS CORP II WT EXP 063027,
GSAH=,GS ACQUISITION HLDGS CORP II UNIT,
GSAQ,GLOBAL SYNERGY ACQUISIT CORP CL A SHS,
GSAQU,GLOBAL SYNERGY ACQUISIT CORP UNIT EX 010124,
GSAQW,GLOBAL SYNERGY ACQUISIT CORP WT EX,
GSAT,GLOBALSTAR INC COM,Citadel Securities LLC
GSBC,GREAT SOUTHN BANCORP INC COM,
GSBD,GOLDMAN SACHS BDC INC SHS,
GSEE,GOLDMAN SACHS ETF TR MARKETBETA EMRNG,
GSEU,GOLDMAN SACHS ETF TR ACTIVEBETA EUR,
GSEVU,GORES HOLDINGS VII INC UNIT EX 021228,
GSEW,GOLDMAN SACHS ETF TR EQUAL WEIGHT US,Belvedere Trading LLC
GSG,ISHARES S&P GSCI COMMODITY- IN UNIT BEN INT,Citadel Securities LLC
GSHD,GOOSEHEAD INS INC COM CL A,"Group One Trading, L.P."
GSHHY,GUANGSHEN RY LTD SPONSORED ADR,
GSID,GOLDMAN SACHS ETF TR MARKETBETA INTL,
GSIE,GOLDMAN SACHS ETF TR ACTIVEBETA INT,Belvedere Trading LLC
GSIG,GOLDMAN SACHS ETF TR ACES INVSTMNT GR,
GSIT,GSI TECHNOLOGY COM,
GSJY,GOLDMAN SACHS ETF TR ACTIVEBETA JAP,
GSK,GLAXOSMITHKLINE PLC SPONSORED ADR,GTS Securities LLC
GSKY,GREENSKY INC CL A,"Group One Trading, L.P."
GSL,GLOBAL SHIP LEASE INC NEW COM CL A,
GSL-B,GLOBAL SHIP LEASE INC NEW DEP SH SER-B,
GSLC,GOLDMAN SACHS ETF TR ACTIVEBETA US LG,"Susquehanna Securities, LLC"
GSLD,GLOBAL SHIP LEASE INC NEW FXD NT24,
GSM,FERROGLOBE PLC SHS,"Susquehanna Securities, LLC"
GSMG,TKK SYMPHONY ACQUISITION CORP SHS,
GSMGW,GLRY STR NW MDIA GRUP HLDG LTD WT EXP 021325,
GSP,BARCLAYS BANK PLC IPSPGS TTL ETN,
GSPY,TIDAL ETF TR GOTHAM ENHNCD,
GSQD,G SQUARED ASCEND I INC SHS CL A,
GSQD+,G SQUARED ASCEND I INC WT EXP 020126,
GSQD=,G SQUARED ASCEND I INC UNIT,
GSS,GOLDEN STAR RES LTD CDA COM,"Susquehanna Securities, LLC"
GSSC,GOLDMAN SACHS ETF TR ACTIVEBETA US,
GSST,GOLDMAN SACHS ETF TR ACES ULTRA SHR,
GSUS,GOLDMAN SACHS ETF TR MARKETBETA US EQ,
GSV,GOLD STD VENTURES CORP COM,
GSX,GSX TECHEDU INC SPONSORED ADS,"Susquehanna Securities, LLC"
GSY,INVESCO ACTIVELY MANAGED ETF ULTRA SHRT DUR,
GT,GOODYEAR TIRE & RUBR CO COM,"Susquehanna Securities, LLC"
GTBP,GT BIOPHARMA INC COM NEW,
GTE,GRAN TIERRA ENERGY INC COM,"Group One Trading, L.P."
GTEC,GREENLAND TECHNOLOGIES HLDG SHS NEW,
GTES,GATES INDUSTRIAL CORPRATIN PLC ORD SHS,"Group One Trading, L.P."
GTH,GENETRON HLDGS LTD ADS,
GTHX,G1 THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
GTIM,GOOD TIMES RESTAURANTS INC COM NEW,
GTIP,GOLDMAN SACHS ETF TR ACCESS INFLATI,
GTLS,CHART INDS INC COM,"Susquehanna Securities, LLC"
GTN,GRAY TELEVISION INC COM,"Wolverine Trading, LLC"
GTN.A,GRAY TELEVISION INC CL A,
GTO,INVESCO ACTIVELY MANAGED ETF TOTAL RETURN,
GTPAU,GORES TECHNOLOGY PARTNERS INC UNIT EX 031628,
GTPBU,GORES TECHNOLOGY PARTNERS II UNIT EX 031628,
GTS,TRIPLE-S MGMT CORP CL B,Belvedere Trading LLC
GTT,GTT COMMUNICATIONS INC COM,"Wolverine Trading, LLC"
GTXMQ,GARRETT MOTION INC COM,"Susquehanna Securities, LLC"
GTY,GETTY RLTY CORP NEW COM,Belvedere Trading LLC
GTYH,GTY TECHNOLOGY HOLDINGS INC COM,Belvedere Trading LLC
GUNR,FLEXSHARES TR MORNSTAR UPSTR,Belvedere Trading LLC
GURE,GULF RES INC COM,
GURU,GLOBAL X FDS GLB X GURU INDEX,"Susquehanna Securities, LLC"
GUSH,DIREXION SHS ETF TR OIL GAS BL 2X SH,"Susquehanna Securities, LLC"
GUT,GABELLI UTIL TR COM,
GUT-A,GABELLI UTIL TR PFD A 5.625%,
GUT-C,GABELLI UTIL TR PFD CUM SER C,
GUT^,GABELLI UTIL TR SUBSCRIPTION RT,
GVA,GRANITE CONSTR INC COM,Citadel Securities LLC
GVAL,CAMBRIA ETF TR GLOBAL VALUE ETF,
GVI,ISHARES TR INTRM GOV CR ETF,"Susquehanna Securities, LLC"
GVIP,GOLDMAN SACHS ETF TR HEDGE IND ETF,Belvedere Trading LLC
GVP,GSE SYS INC COM,
GWAC,GOOD WORKS ACQUISITION CORP COM,
GWACW,GOOD WORKS ACQUISITION CORP WT EXP 102225,
GWB,GREAT WESTN BANCORP INC COM,"Wolverine Trading, LLC"
GWGH,GWG HLDGS INC COM,
GWPH,GW PHARMACEUTICALS PLC ADS,"Susquehanna Securities, LLC"
GWRE,GUIDEWIRE SOFTWARE INC COM,"Susquehanna Securities, LLC"
GWRS,GLOBAL WTR RES INC COM,
GWW,GRAINGER W W INC COM,Citadel Securities LLC
GWX,SPDR INDEX SHS FDS S&P INTL SMLCP,"Susquehanna Securities, LLC"
GXC,SPDR INDEX SHS FDS S&P CHINA ETF,"Susquehanna Securities, LLC"
GXF,GLOBAL X FDS FTSE NORDIC REG,
GXG,GLOBAL X FDS GLBX MSCI COLUM,"Susquehanna Securities, LLC"
GXGX,GX ACQUISITION CORP COM CL A,Citadel Securities LLC
GXGXU,GX ACQUISITION CORP UNIT EX 052426,
GXGXW,GX ACQUISITION CORP WT EXP 052426,
GXIIU,GX ACQUISITION CORP II UNIT EX 031726,
GXTG,GLOBAL X FDS THMATC GWT ETF,
GYLD,ARROW ETF TR ARROW DJ GLB YLD,"Wolverine Trading, LLC"
GYRO,GYRODYNE LLC COM,
GZTGF,GAZIT GLOBE LTD SHS,
H,HYATT HOTELS CORP COM CL A,Citadel Securities LLC
HA,HAWAIIAN HOLDINGS INC COM,"Susquehanna Securities, LLC"
HAAC,HEALTH ASSURN ACQUISITION CORP COM CL A,Belvedere Trading LLC
HAACU,HEALTH ASSURN ACQUISITION CORP UNIT EX,
HAACW,HEALTH ASSURN ACQUISITION CORP WT EXP 111225,
HACK,ETF MANAGERS TR PRIME CYBR SCRTY,Belvedere Trading LLC
HAE,HAEMONETICS CORP MASS COM,"Wolverine Trading, LLC"
HAFC,HANMI FINL CORP COM NEW,"Wolverine Trading, LLC"
HAIL,SPDR SER TR S&P KENSHO SMART,
HAIN,HAIN CELESTIAL GROUP INC COM,"Two Sigma Securities, LLC"
HAL,HALLIBURTON CO COM,"Susquehanna Securities, LLC"
HALL,HALLMARK FINL SVCS INC COM NEW,"Susquehanna Securities, LLC"
HALO,HALOZYME THERAPEUTICS INC COM,Citadel Securities LLC
HAP,VANECK VECTORS ETF TR NAT RES ETF,
HAPP,HAPPINESS BIOTECH GROUP LTD SHS,
HARP,HARPOON THERAPEUTICS INC COM,
HART,INDEXIQ ETF TR HEALTHY HEARTS,
HARVW,HARVW,
HAS,HASBRO INC COM,"Wolverine Trading, LLC"
HASI,HANNON ARMSTRONG SUST INFR CAP COM,"Susquehanna Securities, LLC"
HAUZ,DBX ETF TR XTRACK INTL REAL,
HAWX,ISHARES TR MSCI ACWI EXUS,
HAYN,HAYNES INTERNATIONAL INC COM NEW,
HAYW,HAYWARD HLDGS INC COM,Belvedere Trading LLC
HBAN,HUNTINGTON BANCSHARES INC COM,"Wolverine Trading, LLC"
HBANN,HUNTINGTON BANCSHARES INC DSHS 1/40 PFD,
HBANO,HUNTINGTON BANCSHARES INC DEP SHS PFD D,
HBANP,HUNTINGTON BANCSHARES INC 4.500% DEP PFD H,
HBB,HAMILTON BEACH BRANDS HLDG CO COM CL A,
HBCP,HOME BANCORP INC COM,
HBI,HANESBRANDS INC COM,Citadel Securities LLC
HBIO,HARVARD BIOSCIENCE INC COM,"Susquehanna Securities, LLC"
HBM,HUDBAY MINERALS INC COM,"Susquehanna Securities, LLC"
HBMD,HOWARD BANCORP INC COM,
HBNC,HORIZON BANCORP INC COM,
HBP,HUTTIG BLDG PRODS INC COM,Belvedere Trading LLC
HBT,HBT FINL INC. COM,
HCA,HCA HEALTHCARE INC COM,"Susquehanna Securities, LLC"
HCAP,HARVEST CAP CR CORP COM,
HCAPZ,HARVEST CAP CR CORP 6.125% NT 2022,
HCAQ,HEALTHCOR CATALIO ACQU CORP CL A SHS,
HCAR,HEALTHCARE SERVICES ACQU CORP COM CL A,
HCARU,HEALTHCARE SERVICES ACQU CORP UNIT EXP 111823,
HCARW,HEALTHCARE SERVICES ACQU CORP WT EX,
HCAT,HEALTH CATALYST INC COM,Citadel Securities LLC
HCC,WARRIOR MET COAL INC COM,"Susquehanna Securities, LLC"
HCCC,HEALTHCARE CAPITAL CORP COM CL A,
HCCCU,HEALTHCARE CAPITAL CORP UNIT EX 123125,
HCCCW,HEALTHCARE CAPITAL CORP WT EXP 123125,
HCCI,HERITAGE CRYSTAL CLEAN INC COM,
HCDI,HARBOR CUSTOM DEVELOPMENT INC COM,
HCHC,HC2 HLDGS INC COM,"Wolverine Trading, LLC"
HCI,HCI GROUP INC COM,"Susquehanna Securities, LLC"
HCIC,HENNESSY CAPITAL INVS CORP V COM CL A,
HCICU,HENNESSY CAPITAL INVS CORP V UNIT EX 011525,
HCICW,HENNESSY CAPITAL INVS CORP V WT EXP 012028,
HCII,HUDSON EXECUTIVE INVS CORP II COM CL A,
HCIIU,HUDSON EXECUTIVE INVS CORP II UNIT EX 013127,
HCIIW,HUDSON EXECUTIVE INVS CORP II WT EXP 013127,
HCKT,HACKETT GROUP INC COM,Belvedere Trading LLC
HCM,HUTCHISON CHINA MEDITECH LTD SPONSORED ADR,
HCRB,HARTFORD FDS EXCHANGE TRADED T CORE BD ETF,
HCSG,HEALTHCARE SVCS GROUP INC COM,
HCXY,HERCULES CAPITAL INC 6.25% SR NT 33,
HCXZ,HERCULES CAPITAL INC 5.25% NT 25,
HD,HOME DEPOT INC COM,"Susquehanna Securities, LLC"
HDAW,DBX ETF TR XTRACK MSCI ALL,
HDB,HDFC BANK LTD SPONSORED ADS,"Susquehanna Securities, LLC"
HDEF,DBX ETF TR XTRACK MSCI EAFE,
HDG,PROSHARES TR HD REPLICATION,
HDGE,ADVISORSHARES TR RANGER EQUITY BE,"Susquehanna Securities, LLC"
HDIV,EXCHANGE LISTED FDS TR QRAFT AI-ENHNCD,
HDLB,UBS AG LONDON BRANCH ETRACS ETN 49,
HDMV,FIRST TR EXCH TRADED FD III HORIZON MNGD ETF,
HDRO,ETF SER SOLUTIONS DEFIANCE NEXT,
HDSN,HUDSON TECHNOLOGIES INC COM,Citadel Securities LLC
HDV,ISHARES TR CORE HIGH DV ETF,Belvedere Trading LLC
HE,HAWAIIAN ELEC INDUSTRIES COM,
HEAR,TURTLE BEACH CORP COM NEW,Citadel Securities LLC
HEC,HUDSON EXECUTIVE INVT CORP COM CL A,
HECCU,HUDSON EXECUTIVE INVT CORP UNIT EXP 062125,
HECCW,HUDSON EXECUTIVE INVT CORP WT EXP 062125,
HEDJ,WISDOMTREE TR EUROPE HEDGED EQ,"Susquehanna Securities, LLC"
HEEM,ISHARES INC CUR HD MSCI EM,
HEES,H & E EQUIPMENT SERVICES INC COM,"Wolverine Trading, LLC"
HEFA,ISHARES TR HDG MSCI EAFE,"Wolverine Trading, LLC"
HEGD,LISTED FD TR SWAN HEDGED EQTY,
HEI,HEICO CORP NEW COM,"Wolverine Trading, LLC"
HEI.A,HEICO CORP NEW CL A,
HELE,HELEN OF TROY LTD COM,GTS Securities LLC
HELX,FRANKLIN TEMPLETON ETF TR GENOMIC ADV ETF,
HEP,HOLLY ENERGY PARTNERS L P COM UT LTD PTN,"Susquehanna Securities, LLC"
HEPA,HEPION PHARMACEUTICALS INC COM,Belvedere Trading LLC
HEQ,JOHN HANCOCK HEDGED EQUITY & I COM,
HERAU,FTAC HERA ACQUISITION CORP UNIT EXP 022826,
HERD,PACER FDS TR CASH COWS ETF,
HERO,GLOBAL X FDS VDEO GAM ESPRT,Belvedere Trading LLC
HES,HESS CORP COM,Citadel Securities LLC
HESM,HESS MIDSTREAM LP CL A SHS,"Susquehanna Securities, LLC"
HEWC,ISHARES TR MSCI CDA ETF,
HEWG,ISHARES TR CUR HED MSCI GER,Belvedere Trading LLC
HEWJ,ISHARES TR HDG MSCI JAPAN,Belvedere Trading LLC
HEWU,ISHARES TR MSCI UN KNGDOM,
HEWW,ISHARES TR MSCI MEXICO,
HEXO,HEXO CORP COM NEW,Citadel Securities LLC
HEZU,ISHARES TR CUR HD EURZN ETF,Belvedere Trading LLC
HFBL,HOME FED BANCORP INC LA NEW COM,
HFC,HOLLYFRONTIER CORP COM,Morgan Stanley & Co. LLC
HFFG,HF FOODS GROUP INC COM,
HFRO,HIGHLAND INCOME FD HIGHLAND INCOME,
HFRO-A,HIGHLAND INCOME FD 5.375% SR A PFD,
HFWA,HERITAGE FINL CORP WASH COM,
HFXI,INDEXIQ ETF TR HDGD FTSE INTL,
HGBL,HERITAGE GLOBAL INC COM,
HGEN,HUMANIGEN INC COM NEW,
HGH,HARTFORD FINL SVCS GROUP INC DEB FIX/FLT 42,
HGLB,HIGHLAND GLOBAL ALLOCATION FD COM,
HGSH,CHINA HGS REAL ESTATE INC COM NEW,
HGTXU,HUGOTON RTY TR TEX UNIT BEN INT,
HGV,HILTON GRAND VACATIONS INC COM,Morgan Stanley & Co. LLC
HHC,HOWARD HUGHES CORP COM,Citadel Securities LLC
HHLA,HH&L ACQUISITION CO SHS CL A,
HHLA+,HH&L ACQUISITION CO WT EXP 020426,
HHLA=,HH&L ACQUISITION CO UNIT,
HHR,HEADHUNTER GROUP PLC SPONSORED ADS,
HI,HILLENBRAND INC COM,GTS Securities LLC
HIBB,HIBBETT SPORTS INC COM,GTS Securities LLC
HIBL,DIREXION SHS ETF TR DAILY S&P BULL,
HIBS,DIREXION SHS ETF TR DAILY S&P BEAR,
HIE,MILLER HOWARD HIGH INC EQTY FD COM SHS BEN IN,
HIFS,HINGHAM INSTN SVGS MASS COM,
HIG,HARTFORD FINL SVCS GROUP INC COM,"Susquehanna Securities, LLC"
HIG-G,HARTFORD FINL SVCS GROUP INC 6.0 DPSHS PFD G,
HIGA,H I G ACQUISITION CORP COM CL A,
HIGA+,H I G ACQUISITION CORP WT EXP,
HIGA=,H I G ACQUISITION CORP UNIT,
HIHO,HIGHWAY HLDGS LTD ORD,
HII,HUNTINGTON INGALLS INDS INC COM,Citadel Securities LLC
HIIIU,HUDSON EXECUTIVE INVES III UNIT EX 022226,
HIL,HILL INTL INC COM,"Wolverine Trading, LLC"
HILI,HILL INTERNATIONAL INC COM,
HIMS,HIMS & HERS HEALTH INC COM CL A,Belvedere Trading LLC
HIMS+,HIMS & HERS HEALTH INC WT EXP 012026,
HIMX,HIMAX TECHNOLOGIES INC SPONSORED ADR,"Wolverine Trading, LLC"
HIO,WESTERN ASSET HIGH INCOME OPPO COM,
HIPR,DIREXION SHS ETF TR HIGH GROWTH,
HIPS,GRANITESHARES ETF TR HIPS US HIGH INC,
HIW,HIGHWOODS PPTYS INC COM,"Wolverine Trading, LLC"
HIX,WESTERN ASSET HIGH INCOME FD I COM,
HJEN,DIREXION SHS ETF TR HYDROGEN ETF,
HJLI,HANCOCK JAFFE LABORATORIES INC COM NEW,
HJLIW,HANCOCK JAFFE LABORATORIES INC WT EXP 053023,
HJPX,ISHARES TR JPX NIKKEI 400,
HKIB,AMTD INTL INC SPONSORED ADS,
HKND,HUMANKIND BENEFIT CORPORATION HUMANKIND US STK,
HKRSQ,HALCON RES CORP COM,
HL,HECLA MNG CO COM,GTS Securities LLC
HL-B,HECLA MNG CO PFD CV SER B,
HLAH,HAMILTON LANE ALLIANCE HLDGS I COM CL A,
HLAHU,HAMILTON LANE ALLIANCE HLDGS I UNIT EX,
HLAHW,HAMILTON LANE ALLIANCE HLDGS I WT EXP 011226,
HLAL,LISTED FD TR WAHED FTSE ETF,
HLF,HERBALIFE NUTRITION LTD COM SHS,Citadel Securities LLC
HLG,HAILIANG ED GROUP INC SPONSORED ADR,
HLGE,LATTICE STRATEGIES TR HARTFORD LONGEVI,
HLI,HOULIHAN LOKEY INC CL A,
HLIO,HELIOS TECHNOLOGIES INC COM,
HLIT,HARMONIC INC COM,"Group One Trading, L.P."
HLM-,HILLMAN GROUP CAP TR PFD TR 11.6%,
HLNE,HAMILTON LANE INC CL A,
HLT,HILTON WORLDWIDE HLDGS INC COM,"Wolverine Trading, LLC"
HLX,HELIX ENERGY SOLUTIONS GRP INC COM,"Wolverine Trading, LLC"
HLXA,HELIX ACQUISITION CORP COM CL A,
HMC,HONDA MOTOR LTD AMERN SHS,"Susquehanna Securities, LLC"
HMCO,HUMANCO ACQUISITION CORP COM CL A,
HMCOU,HUMANCO ACQUISITION CORP UNIT EXP 120823,
HMCOW,HUMANCO ACQUISITION CORP WT EX,
HMG,HMG COURTLAND PPTYS INC COM,
HMHC,HOUGHTON MIFFLIN HARCOURT CO COM,"Susquehanna Securities, LLC"
HMLP,HOEGH LNG PARTNERS LP COM UNIT LTD,
HMLP-A,HOEGH LNG PARTNERS LP 8.75% CUM PFD A,
HMN,HORACE MANN EDUCATORS CORP NEW COM,
HMNF,HMN FINL INC COM,
HMNY,HELIOS AND MATHESON ANLYTCS IN COM,
HMOP,HARTFORD FDS EXCHANGE TRADED T MUN OPORTUNITE,
HMPT,HOME PT CAPITAL INCORPORATED COM,
HMST,HOMESTREET INC COM,
HMTV,HEMISPHERE MEDIA GROUP INC CL A,Citadel Securities LLC
HMY,HARMONY GOLD MINING CO LTD SPONSORED ADR,"Susquehanna Securities, LLC"
HNDL,STRATEGY SHS NS 7HANDL IDX,
HNGR,HANGER INC COM NEW,"Wolverine Trading, LLC"
HNI,HNI CORP COM,
HNNA,HENNESSY ADVISORS INC COM,
HNP,HUANENG PWR INTL INC SPON ADR H SHS,GTS Securities LLC
HNRG,HALLADOR ENERGY COMPANY COM,
HNTUF,HUNTER MARITIME ACQUISITION CO UT 1CL A 1/2WT,
HNW,PIONEER DIVERSIFIED HIGH INCOM COM,
HOFT,HOOKER FURNITURE CORP COM,
HOFV,HALL OF FAME RESORT & ENTMT CO COM,
HOFVW,HALL OF FAME RESORT & ENTMT CO WT EXP 070125,
HOG,HARLEY DAVIDSON INC COM,GTS Securities LLC
HOL,HOLICITY INC COM CL A,Belvedere Trading LLC
HOLD,ADVISORSHARES TR SAGE CORE ETF,
HOLI,HOLLYSYS AUTOMATION TCHNGY LTD SHS,"Susquehanna Securities, LLC"
HOLUU,HOLICITY INC UNIT EXP 080525,
HOLUW,HOLICITY INC WT EXP 080427,
HOLX,HOLOGIC INC COM,GTS Securities LLC
HOMB,HOME BANCSHARES INC COM,"Wolverine Trading, LLC"
HOME,AT HOME GROUP INC COM,"Wolverine Trading, LLC"
HOMZ,ETF SER SOLUTIONS HOYA CAP HOUSI,
HON,HONEYWELL INTL INC COM,Citadel Securities LLC
HONE,HARBORONE BANCORP INC NEW COM NEW,
HOOK,HOOKIPA PHARMA INC COM,
HOPE,HOPE BANCORP INC COM,
HOSSQ,HORNBECK OFFSHORE SVCS INC NEW COM,
HOTH,HOTH THERAPEUTICS INC COM,
HOV,HOVNANIAN ENTERPRISES INC CL A NEW,
HOVNP,HOVNANIAN ENTERPRISES INC PFD DEP1/1000A,
HP,HELMERICH & PAYNE INC COM,"Wolverine Trading, LLC"
HPE,HEWLETT PACKARD ENTERPRISE CO COM,"Susquehanna Securities, LLC"
HPF,HANCOCK JOHN PFD INCOME FD II COM,
HPI,HANCOCK JOHN PFD INCOME FD SH BEN INT,
HPK,HIGHPEAK ENERGY INC COM,
HPKEW,HIGHPEAK ENERGY INC WT EXP 082125,
HPP,HUDSON PAC PPTYS INC COM,"Wolverine Trading, LLC"
HPQ,HP INC COM,"Susquehanna Securities, LLC"
HPS,HANCOCK JOHN PFD INCOME FD III COM,
HPX,HPX CORP SHS CL A,
HPX+,HPX CORP WT EXP 071425,
HPX=,HPX CORP UNITS,
HQH,TEKLA HEALTHCARE INVS SH BEN INT,
HQI,HIREQUEST INC COM,
HQL,TEKLA LIFE SCIENCES INVS SH BEN INT,
HQY,HEALTHEQUITY INC COM,"Group One Trading, L.P."
HR,HEALTHCARE RLTY TR COM,"Susquehanna Securities, LLC"
HRB,BLOCK H & R INC COM,Citadel Securities LLC
HRC,HILL ROM HLDGS INC COM,GTS Securities LLC
HRI,HERC HLDGS INC COM,Citadel Securities LLC
HRL,HORMEL FOODS CORP COM,Citadel Securities LLC
HRMY,HARMONY BIOSCIENCES HLDGS INC COM,"Susquehanna Securities, LLC"
HROW,HARROW HEALTH INC COM,"Susquehanna Securities, LLC"
HRST,HARVEST OIL & GAS CORP COM,
HRSTW,HARVEST OIL & GAS CORP WT EXP 060423,
HRTG,HERITAGE INS HLDGS INC COM,"Wolverine Trading, LLC"
HRTX,HERON THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
HRZN,HORIZON TECHNOLOGY FIN CORP COM,
HSAQ,HEALTH SCIENCES ACQ CORP 2 ORD SHS,
HSBC,HSBC HLDGS PLC SPON ADR NEW,Morgan Stanley & Co. LLC
HSC,HARSCO CORP COM,Belvedere Trading LLC
HSCZ,ISHARES TR MSCI EAFE SMCP,
HSDT,HELIUS MED TECHNOLOGIES INC COM CL A NEW,
HSIC,HENRY SCHEIN INC COM,"Susquehanna Securities, LLC"
HSII,HEIDRICK & STRUGGLES INTL INC COM,"Wolverine Trading, LLC"
HSKA,HESKA CORP COM RESTRC NEW,
HSMV,FIRST TR EXCH TRADED FD III HORIZON VOL SMCP,
HSON,HUDSON GLOBAL INC COM NEW,
HSRT,HARTFORD FDS EXCHANGE TRADED T SHRT DURTN ETF,
HST,HOST HOTELS & RESORTS INC COM,GTS Securities LLC
HSTM,HEALTHSTREAM INC COM,Belvedere Trading LLC
HSTO,HISTOGEN INC COM,"Group One Trading, L.P."
HSY,HERSHEY CO COM,"Two Sigma Securities, LLC"
HT,HERSHA HOSPITALITY TR PR SHS BEN INT,"Susquehanna Securities, LLC"
HT-C,HERSHA HOSPITALITY TR PFD SER C 6.875%,
HT-D,HERSHA HOSPITALITY TR RED PFD SER D,
HT-E,HERSHA HOSPITALITY TR PFD CUM RED E,
HTA,HEALTHCARE TR AMER INC CL A NEW,"Wolverine Trading, LLC"
HTAB,HARTFORD FDS EXCHANGE TRADED T SCHRDRS TAX BD,
HTBI,HOMETRUST BANCSHARES INC COM,
HTBK,HERITAGE COMM CORP COM,
HTBX,HEAT BIOLOGICS INC COM,Citadel Securities LLC
HTD,HANCOCK JOHN TAX-ADVANTAGED DI COM,
HTEC,EXCHANGE TRADED CONCEPTS TR ROBO GBL HLTCR,
HTFA,HORIZON TECHNOLOGY FIN CORP 6.25% NT 22,
HTFB,HORIZON TECHNOLOGY FIN CORP NT CAL 26,
HTGC,HERCULES CAPITAL INC COM,
HTGM,HTG MOLECULAR DIAGNOSTICS INC COM NEW,"Group One Trading, L.P."
HTH,HILLTOP HOLDINGS INC COM,GTS Securities LLC
HTHT,HUAZHU GROUP LTD SPONSORED ADS,GTS Securities LLC
HTIA,HEALTHCARE TRUST INC 7.375% RED PFD A,
HTLD,HEARTLAND EXPRESS INC COM,Belvedere Trading LLC
HTLF,HEARTLAND FINL USA INC COM,
HTLFP,HEARTLAND FINL USA INC 7% DP SH PFD E,
HTOO,FUSION FUEL GREEN PLC CL A,
HTOOW,FUSION FUEL GREEN PLC WT EXP 070126,
HTPA,HIGHLAND TRANSCEND PARTNERS I COM CL A,
HTPA+,HIGHLAND TRANSCEND PARTNERS I WT EXP,
HTPA=,HIGHLAND TRANSCEND PARTNERS I UNIT EX,
HTRB,HARTFORD FDS EXCHANGE TRADED T TOTAL RTRN ETF,
HTUS,EXCHANGE TRADED CONCEPTS TR HULL TACTIC US,
HTY,HANCOCK JOHN INVT TR TAX ADV GLB SH,
HTZGQ,HERTZ GLOBAL HLDGS INC COM,Citadel Securities LLC
HUBB,HUBBELL INC COM,
HUBG,HUB GROUP INC CL A,"Wolverine Trading, LLC"
HUBS,HUBSPOT INC COM,"Susquehanna Securities, LLC"
HUDI,HUADI INTERNATIONAL GRP CO LTD SHS,
HUGE,FSD PHARMA INC CL B SUB VTG,"Group One Trading, L.P."
